sgRNA	Gene	replicate	reporter	H	L	lfc
gRNA_2025	RE50	R3	RE58	660.573936683552	562.6673562626078	0.2314339818485604
gRNA_2025	RE50	R3	RE61	258.4799099052866	347.1986873187065	-0.4256950787504783
gRNA_2025	RE50	R3	RE85	421.29888963604577	435.15177681680734	-0.04667348340287186
gRNA_2025	RE50	R3	RE127	437.73194344124374	425.6655772087522	0.04032630733491552
gRNA_2025	RE50	R3	RE57L	226.53762352252332	511.45984706126217	-1.1748348334474628
gRNA_2025	RE50	R3	RE57R	174.8496015091941	303.3786818560898	-0.7949702494255102
gRNA_2028	RE50	R1	noRE	772.2747480985688	561.4624447917239	0.45991765811384694
gRNA_2028	RE50	R1	RE57M	510.8018439757965	595.1920270403269	-0.22058746316430608
gRNA_2028	RE50	R1	RE97	472.2662651901146	514.4315689458385	-0.12337618999067933
gRNA_2028	RE50	R1	RE93	675.3018554149849	459.9213540213184	0.5541353337582047
gRNA_2028	RE50	R1	RE95	389.6308956617169	467.51876033614377	-0.26291000929182085
gRNA_2028	RE50	R1	RE96	803.449376686955	487.08250395563596	0.7220293011637929
gRNA_2028	RE50	R1	RE58	819.9989250678419	375.59506222800724	1.126423105182037
gRNA_2028	RE50	R1	RE61	522.8497314899199	763.674083304219	-0.5465519913836555
gRNA_2028	RE50	R1	RE85	833.4392141962466	443.4105967954454	0.9104185073524629
gRNA_2028	RE50	R1	RE127	408.4015139348601	558.9307439088965	-0.45267180465243984
gRNA_2028	RE50	R1	RE57L	445.8024579410781	996.849344329651	-1.1609530240836552
gRNA_2028	RE50	R1	RE57R	335.99628470524243	540.7561914877598	-0.6865167400405455
gRNA_2028	RE50	R2	noRE	487.80872582688374	596.5845893101256	-0.29040575378849526
gRNA_2028	RE50	R2	RE57M	591.1193248684044	619.4139650056958	-0.06745340889705875
gRNA_2028	RE50	R2	RE97	586.0501884547366	383.9230711506061	0.6101940011014911
gRNA_2028	RE50	R2	RE93	512.022560802752	362.3349422103388	0.4988717993444395
gRNA_2028	RE50	R2	RE95	611.7211455299356	680.5550402763142	-0.15383531290698377
gRNA_2028	RE50	R2	RE96	556.7882343458746	393.55120835997997	0.5005666088629567
gRNA_2028	RE50	R2	RE58	382.79386318640684	631.1669587353978	-0.721439151076681
gRNA_2028	RE50	R2	RE61	596.9663879836532	630.0705190199908	-0.07786233458989075
gRNA_2028	RE50	R2	RE85	318.0528118951367	528.1420241313053	-0.7316415561082305
gRNA_2028	RE50	R2	RE127	755.5627523863665	510.0340983349027	0.5669486882414247
gRNA_2028	RE50	R2	RE57L	670.2720932444812	354.5861694271109	0.9185914409836143
gRNA_2028	RE50	R2	RE57R	281.6398408015898	459.8369370674374	-0.7072510748782351
gRNA_2028	RE50	R3	noRE	572.8009557156954	726.7093095804368	-0.3433391543386204
gRNA_2028	RE50	R3	RE57M	483.9452529161184	634.4154898741648	-0.390577076291051
gRNA_2028	RE50	R3	RE97	795.5020431077785	518.8233011524806	0.6166126899220382
gRNA_2028	RE50	R3	RE93	471.75491998567986	381.8814043082613	0.30490569721891897
gRNA_2028	RE50	R3	RE95	430.11364065857083	595.0313674477674	-0.4682385409355109
gRNA_2028	RE50	R3	RE96	488.3576504236365	450.18853120209315	0.11740628913948431
gRNA_2028	RE50	R3	RE58	686.7240236779095	439.77213069775553	0.6429624569824977
gRNA_2028	RE50	R3	RE61	552.2712829123883	509.2247414007696	0.11707238734652367
gRNA_2028	RE50	R3	RE85	864.7714050424098	696.65793204217	0.31186434498552273
gRNA_2028	RE50	R3	RE127	613.4271042261466	572.9800503918959	0.09840534407225712
gRNA_2028	RE50	R3	RE57L	762.6249449405494	336.6804029216222	1.1795700398351077
gRNA_2028	RE50	R3	RE57R	244.75558933426396	547.9711831449096	-1.162725604781114
Foxn3_p2_7	Foxn3_p2	R1	noRE	605.2224089708642	489.2275103740752	0.30695422191351346
Foxn3_p2_7	Foxn3_p2	R1	RE57M	368.44723172024663	404.6132991702715	-0.13508222634197353
Foxn3_p2_7	Foxn3_p2	R1	RE97	290.6253939631474	154.8826229084245	0.907941972647373
Foxn3_p2_7	Foxn3_p2	R1	RE93	316.821812037225	251.69322450836984	0.33199350031067726
Foxn3_p2_7	Foxn3_p2	R1	RE95	223.74084863956998	242.18314161556995	-0.1142648573925236
Foxn3_p2_7	Foxn3_p2	R1	RE96	314.68433920239073	425.230757421587	-0.43432865202893745
Foxn3_p2_7	Foxn3_p2	R1	RE58	307.60494105833743	410.94518573181966	-0.41785550033552843
Foxn3_p2_7	Foxn3_p2	R1	RE61	354.92056425791435	336.0511520422412	0.07881303525142792
Foxn3_p2_7	Foxn3_p2	R1	RE85	342.32334431100355	255.01155718584795	0.4247826176264322
Foxn3_p2_7	Foxn3_p2	R1	RE127	734.9697657142332	492.24703259655524	0.5782927152880113
Foxn3_p2_7	Foxn3_p2	R1	RE57L	205.95552150494254	158.71623638768187	0.37586223565681004
Foxn3_p2_7	Foxn3_p2	R1	RE57R	272.9969813230095	249.98892786811192	0.12701593631690475
Foxn3_p2_7	Foxn3_p2	R2	noRE	319.5988203693376	514.7004299930495	-0.6874537939018601
Foxn3_p2_7	Foxn3_p2	R2	RE57M	405.33896562404874	525.1932492020125	-0.3737113799967092
Foxn3_p2_7	Foxn3_p2	R2	RE97	466.8687281114951	219.8108775240517	1.0867194451365063
Foxn3_p2_7	Foxn3_p2	R2	RE93	223.57015631998024	254.80328194146406	-0.18864833029070013
Foxn3_p2_7	Foxn3_p2	R2	RE95	226.6200989697884	474.4210891807946	-1.0658590722578976
Foxn3_p2_7	Foxn3_p2	R2	RE96	269.4956750715192	436.15211235770977	-0.694548801714456
Foxn3_p2_7	Foxn3_p2	R2	RE58	221.01262308683997	404.5667974281931	-0.8722195370884208
Foxn3_p2_7	Foxn3_p2	R2	RE61	492.6543665044044	456.1067330260722	0.11120203033176113
Foxn3_p2_7	Foxn3_p2	R2	RE85	154.90655087120646	381.5651628085202	-1.3004759815716251
Foxn3_p2_7	Foxn3_p2	R2	RE127	466.15856798796415	472.7902290852952	-0.02037900235539468
Foxn3_p2_7	Foxn3_p2	R2	RE57L	509.9580969165263	284.97108814127984	0.8395408137678744
Foxn3_p2_7	Foxn3_p2	R2	RE57R	265.26543145266015	327.8749021474223	-0.30569840643285234
Foxn3_p2_7	Foxn3_p2	R3	noRE	324.14317649027726	194.62239494906046	0.7359238557234402
Foxn3_p2_7	Foxn3_p2	R3	RE57M	322.02372092538707	290.50675630601484	0.1485903871161448
Foxn3_p2_7	Foxn3_p2	R3	RE97	541.9904029965085	248.5525582265372	1.1246849292882
Foxn3_p2_7	Foxn3_p2	R3	RE93	338.50484609498784	227.52092088260622	0.5731564895429825
Foxn3_p2_7	Foxn3_p2	R3	RE95	396.7614248169697	290.17206778139956	0.45134975889942985
Foxn3_p2_7	Foxn3_p2	R3	RE96	408.734120463261	479.32694746112827	-0.22984216922080786
Foxn3_p2_7	Foxn3_p2	R3	RE58	471.83852620253714	179.523417736892	1.3940713895715509
Foxn3_p2_7	Foxn3_p2	R3	RE61	322.511362996578	453.1856550265222	-0.49073930535387866
Foxn3_p2_7	Foxn3_p2	R3	RE85	404.6686703083071	307.85777533144557	0.39446594213977376
Foxn3_p2_7	Foxn3_p2	R3	RE127	211.83816528922574	337.7652285690864	-0.6730328947569103
Foxn3_p2_7	Foxn3_p2	R3	RE57L	385.57944825580165	96.28200957867884	2.0015775807653116
Foxn3_p2_7	Foxn3_p2	R3	RE57R	276.9157290116569	503.3566711072493	-0.8621105960920451
Zfp236_p1_1	Zfp236_p1	R1	noRE	933.8499613532339	364.4580781981366	1.3574137620561302
Zfp236_p1_1	Zfp236_p1	R1	RE57M	1191.1731525501154	287.33408201946816	2.0515440128399565
Zfp236_p1_1	Zfp236_p1	R1	RE97	1180.9843311704215	461.8821076019088	1.3543742397149163
Zfp236_p1_1	Zfp236_p1	R1	RE93	2084.0078362725426	368.94789937973894	2.4978395157007465
Zfp236_p1_1	Zfp236_p1	R1	RE95	850.5217191435707	562.8125617109658	0.5956848771190416
Zfp236_p1_1	Zfp236_p1	R1	RE96	1185.0878306132588	328.5874034621354	1.8506131740337355
Zfp236_p1_1	Zfp236_p1	R1	RE58	1383.8008581309316	493.4288072407154	1.487703678035299
Zfp236_p1_1	Zfp236_p1	R1	RE61	1725.5856589623918	267.80425998224877	2.6877897670045456
Zfp236_p1_1	Zfp236_p1	R1	RE85	2247.4708846027856	249.62872748271658	3.170395177411835
Zfp236_p1_1	Zfp236_p1	R1	RE127	1776.6230653008988	379.4909389229601	2.2269703867790684
Zfp236_p1_1	Zfp236_p1	R1	RE57L	582.6716336247424	371.73013259220227	0.648413388904343
Zfp236_p1_1	Zfp236_p1	R1	RE57R	1155.8272193860341	421.9671264724159	1.4537015283366768
Zfp236_p1_1	Zfp236_p1	R2	noRE	784.2786841958088	341.5739217226601	1.1991447159752755
Zfp236_p1_1	Zfp236_p1	R2	RE57M	893.2469798011444	348.96561408771595	1.355949055388063
Zfp236_p1_1	Zfp236_p1	R2	RE97	1184.6457937877092	517.2020647624746	1.195640105797776
Zfp236_p1_1	Zfp236_p1	R2	RE93	1613.4573519036337	562.5931790878809	1.5199747755680744
Zfp236_p1_1	Zfp236_p1	R2	RE95	1652.9486272830172	449.3809562928356	1.8790076185536746
Zfp236_p1_1	Zfp236_p1	R2	RE96	1238.1546581116024	308.3494003645204	2.0055184522354024
Zfp236_p1_1	Zfp236_p1	R2	RE58	1155.896018744173	445.7182418165298	1.3747878242360072
Zfp236_p1_1	Zfp236_p1	R2	RE61	1989.4690361644698	323.0756025601345	2.622402329601416
Zfp236_p1_1	Zfp236_p1	R2	RE85	1530.9381463760724	360.62561119097944	2.085811650448494
Zfp236_p1_1	Zfp236_p1	R2	RE127	1540.9994850977293	533.8287925777075	1.529399690809724
Zfp236_p1_1	Zfp236_p1	R2	RE57L	1411.270949574825	254.42058484318127	2.4716612087645715
Zfp236_p1_1	Zfp236_p1	R2	RE57R	1510.1883822384252	363.4031423181956	2.055055578245715
Zfp236_p1_1	Zfp236_p1	R3	noRE	802.5873856248988	276.7566166706823	1.5360065197528083
Zfp236_p1_1	Zfp236_p1	R3	RE57M	671.3375876919087	230.69654177242356	1.541000997024297
Zfp236_p1_1	Zfp236_p1	R3	RE97	1393.1219596083274	614.1420006665409	1.1816642513767883
Zfp236_p1_1	Zfp236_p1	R3	RE93	1474.8548551131255	254.0516289713907	2.5373323572779576
Zfp236_p1_1	Zfp236_p1	R3	RE95	1506.0474607954188	325.1038625348375	2.2117598368333304
Zfp236_p1_1	Zfp236_p1	R3	RE96	1317.3270678999904	234.56425088523298	2.48950797300054
Zfp236_p1_1	Zfp236_p1	R3	RE58	988.0185042650718	359.046835473784	1.460340435842409
Zfp236_p1_1	Zfp236_p1	R3	RE61	1526.8676645224853	356.944615383793	2.0967719150165807
Zfp236_p1_1	Zfp236_p1	R3	RE85	1962.3658806731607	172.95380636598065	3.504059324492859
Zfp236_p1_1	Zfp236_p1	R3	RE127	2363.3509056437792	166.03399187492437	3.831202531627934
Zfp236_p1_1	Zfp236_p1	R3	RE57L	1124.9299798207494	139.82355531171194	3.008065524515204
Zfp236_p1_1	Zfp236_p1	R3	RE57R	854.444132060418	305.4781883049209	1.4838864493432886
Nfrkb_p1_7	Nfrkb_p1	R1	noRE	616.1766607169432	1402.0144089243634	-1.1860721103660266
Nfrkb_p1_7	Nfrkb_p1	R1	RE57M	533.8297959583118	2025.9984762801275	-1.924161447347346
Nfrkb_p1_7	Nfrkb_p1	R1	RE97	598.4588704635865	1597.2270487431276	-1.41623032951159
Nfrkb_p1_7	Nfrkb_p1	R1	RE93	393.5606592434733	1261.498571029902	-1.6804554317580374
Nfrkb_p1_7	Nfrkb_p1	R1	RE95	555.90406057537	1482.0555296691944	-1.4146754606196996
Nfrkb_p1_7	Nfrkb_p1	R1	RE96	551.2555445602164	1961.8600853768671	-1.8314101723548304
Nfrkb_p1_7	Nfrkb_p1	R1	RE58	1023.102461492662	3015.0709505126697	-1.5592320006890332
Nfrkb_p1_7	Nfrkb_p1	R1	RE61	470.20166824961547	2341.1275630706264	-2.3158274634995437
Nfrkb_p1_7	Nfrkb_p1	R1	RE85	446.3775767227183	1284.4777379097195	-1.524824336291402
Nfrkb_p1_7	Nfrkb_p1	R1	RE127	175.9032737921682	1564.0361380530944	-3.1523468188857855
Nfrkb_p1_7	Nfrkb_p1	R1	RE57L	521.4063835568165	2880.5604656676646	-2.46584673004618
Nfrkb_p1_7	Nfrkb_p1	R1	RE57R	654.3527644634597	2434.2893472547353	-1.8953440267176922
Nfrkb_p1_7	Nfrkb_p1	R2	noRE	407.9090207345493	1106.6059244850564	-1.4397999049829444
Nfrkb_p1_7	Nfrkb_p1	R2	RE57M	373.43728777400787	2343.3040985990124	-2.6495738209377815
Nfrkb_p1_7	Nfrkb_p1	R2	RE97	325.2847376285465	1541.6600007342993	-2.2446745960774996
Nfrkb_p1_7	Nfrkb_p1	R2	RE93	467.4648723054132	1507.7808885527002	-1.6894756345011785
Nfrkb_p1_7	Nfrkb_p1	R2	RE95	346.8206244368721	1742.524961863861	-2.328884405994452
Nfrkb_p1_7	Nfrkb_p1	R2	RE96	350.85285999877027	1933.2695957064996	-2.4620711519211897
Nfrkb_p1_7	Nfrkb_p1	R2	RE58	638.7264807209675	2101.930269861405	-1.7184289174030551
Nfrkb_p1_7	Nfrkb_p1	R2	RE61	232.50269847784392	2300.9999928943516	-3.306885833940467
Nfrkb_p1_7	Nfrkb_p1	R2	RE85	571.0119135837557	1251.7198633596577	-1.1323052301554706
Nfrkb_p1_7	Nfrkb_p1	R2	RE127	397.69736307651414	1544.586021935111	-1.957450383596481
Nfrkb_p1_7	Nfrkb_p1	R2	RE57L	424.7232798643331	1880.6088505632788	-2.1465784238799226
Nfrkb_p1_7	Nfrkb_p1	R2	RE57R	334.5057909852769	2213.9169089273314	-2.72646137272443
Nfrkb_p1_7	Nfrkb_p1	R3	noRE	588.342066917284	1119.525152596889	-0.9281482084558386
Nfrkb_p1_7	Nfrkb_p1	R3	RE57M	261.9854000748912	1443.9894651681325	-2.4624568205713175
Nfrkb_p1_7	Nfrkb_p1	R3	RE97	286.88934821369435	2030.6502693944763	-2.8233323004636777
Nfrkb_p1_7	Nfrkb_p1	R3	RE93	507.34344903723115	1664.1989619328442	-1.7137735333181994
Nfrkb_p1_7	Nfrkb_p1	R3	RE95	485.5562851744793	1636.6339746411904	-1.7530003629803317
Nfrkb_p1_7	Nfrkb_p1	R3	RE96	392.8094144711859	1454.0069713258542	-1.8881059691098507
Nfrkb_p1_7	Nfrkb_p1	R3	RE58	476.38636741894715	3682.0373463351807	-2.9502738603580605
Nfrkb_p1_7	Nfrkb_p1	R3	RE61	324.865460536699	1721.374544495903	-2.405610741770647
Nfrkb_p1_7	Nfrkb_p1	R3	RE85	426.84229607862534	1571.8041922540322	-1.8806218386023976
Nfrkb_p1_7	Nfrkb_p1	R3	RE127	240.95336336215252	1985.896765562821	-3.0429121752604105
Nfrkb_p1_7	Nfrkb_p1	R3	RE57L	1045.0211605645168	2987.1953417690743	-1.5152504515425742
Nfrkb_p1_7	Nfrkb_p1	R3	RE57R	1046.389386766542	2274.290360696258	-1.1199891991744289
Gtf2ird1_p2_4	Gtf2ird1_p2	R1	noRE	753.1048075429305	719.0659380665938	0.06672567668375692
Gtf2ird1_p2_4	Gtf2ird1_p2	R1	RE57M	596.6333013651721	706.6072833335901	-0.2440603518975002
Gtf2ird1_p2_4	Gtf2ird1_p2	R1	RE97	422.5540267490499	474.32803265705	-0.166745594463997
Gtf2ird1_p2_4	Gtf2ird1_p2	R1	RE93	768.4847413082863	384.1101418200022	1.0004777724377227
Gtf2ird1_p2_4	Gtf2ird1_p2	R1	RE95	375.4555336759907	591.2427565962719	-0.6550945249029353
Gtf2ird1_p2_4	Gtf2ird1_p2	R1	RE96	794.5221613904333	566.3300542023862	0.4884370512059759
Gtf2ird1_p2_4	Gtf2ird1_p2	R1	RE58	391.88026737569015	745.2984372053791	-0.9273878477222119
Gtf2ird1_p2_4	Gtf2ird1_p2	R1	RE61	619.9763309159988	336.91503675186135	0.8798087697021504
Gtf2ird1_p2_4	Gtf2ird1_p2	R1	RE85	556.9666160008692	762.3432567059782	-0.45284290485682455
Gtf2ird1_p2_4	Gtf2ird1_p2	R1	RE127	684.4931741043066	618.3398685326187	0.14663387099295622
Gtf2ird1_p2_4	Gtf2ird1_p2	R1	RE57L	500.55012821454386	782.4432004375194	-0.6444610864391426
Gtf2ird1_p2_4	Gtf2ird1_p2	R1	RE57R	372.115885311056	445.9022365874479	-0.26096904146156186
Gtf2ird1_p2_4	Gtf2ird1_p2	R2	noRE	777.9708127411508	622.319610809778	0.3220556824753782
Gtf2ird1_p2_4	Gtf2ird1_p2	R2	RE57M	525.4393998830261	483.31737551148655	0.12055113028067928
Gtf2ird1_p2_4	Gtf2ird1_p2	R2	RE97	592.3228968938546	433.65403891622873	0.44983039817429193
Gtf2ird1_p2_4	Gtf2ird1_p2	R2	RE93	437.75974664052075	451.16544417158315	-0.04351629296075057
Gtf2ird1_p2_4	Gtf2ird1_p2	R2	RE95	416.4909927012327	494.98976976733235	-0.2491079200123197
Gtf2ird1_p2_4	Gtf2ird1_p2	R2	RE96	729.6722523162831	606.5557283486289	0.26660437790267105
Gtf2ird1_p2_4	Gtf2ird1_p2	R2	RE58	700.167989939109	540.3131204754336	0.3738992950930244
Gtf2ird1_p2_4	Gtf2ird1_p2	R2	RE61	634.6695282773577	930.4869729842787	-0.5519731480990024
Gtf2ird1_p2_4	Gtf2ird1_p2	R2	RE85	685.5438847066158	486.26292089622393	0.4955038122672623
Gtf2ird1_p2_4	Gtf2ird1_p2	R2	RE127	647.2695737082547	484.1703002448975	0.4188445954010047
Gtf2ird1_p2_4	Gtf2ird1_p2	R2	RE57L	632.188451582863	438.7252604776118	0.5270268435177429
Gtf2ird1_p2_4	Gtf2ird1_p2	R2	RE57R	526.3203005013099	619.2064715477634	-0.234475396329366
Gtf2ird1_p2_4	Gtf2ird1_p2	R3	noRE	426.27047867214543	553.5132333413646	-0.37684088409952865
Gtf2ird1_p2_4	Gtf2ird1_p2	R3	RE57M	604.0218946171102	397.310710830285	0.6043207323612573
Gtf2ird1_p2_4	Gtf2ird1_p2	R3	RE97	491.1291335071	545.3677491184214	-0.15112406119424335
Gtf2ird1_p2_4	Gtf2ird1_p2	R3	RE93	567.7611844038182	528.2022792221636	0.104191791201028
Gtf2ird1_p2_4	Gtf2ird1_p2	R3	RE95	650.1516360810824	610.9094559720573	0.08981624310158946
Gtf2ird1_p2_4	Gtf2ird1_p2	R3	RE96	636.9882396830042	770.7111100514799	-0.2749195212568076
Gtf2ird1_p2_4	Gtf2ird1_p2	R3	RE58	292.1987981543423	739.7810636943066	-1.3401182564372542
Gtf2ird1_p2_4	Gtf2ird1_p2	R3	RE61	677.98009155485	742.5178944587776	-0.1311810351513773
Gtf2ird1_p2_4	Gtf2ird1_p2	R3	RE85	382.495044537989	437.22722249319906	-0.19293745005367471
Gtf2ird1_p2_4	Gtf2ird1_p2	R3	RE127	764.0229563274919	464.7323988263815	0.7172036007190242
Gtf2ird1_p2_4	Gtf2ird1_p2	R3	RE57L	889.0825909479853	498.58136170360444	0.834475782739871
Gtf2ird1_p2_4	Gtf2ird1_p2	R3	RE57R	717.0018509128231	258.23929320622176	1.4732325636391321
Adnp_p1_3	Adnp_p1	R1	noRE	1073.516671115741	981.7384268580436	0.1289327482719349
Adnp_p1_3	Adnp_p1	R1	RE57M	996.4822857888488	1014.4652283544488	-0.025803095737406866
Adnp_p1_3	Adnp_p1	R1	RE97	572.328078462514	1190.6601636085134	-1.0568343171352865
Adnp_p1_3	Adnp_p1	R1	RE93	856.18628097257	836.9557827025311	0.03277292604288584
Adnp_p1_3	Adnp_p1	R1	RE95	767.7682545782504	1155.108288488175	-0.5892789915389667
Adnp_p1_3	Adnp_p1	R1	RE96	553.4873483843469	993.4936787031622	-0.8439489038676161
Adnp_p1_3	Adnp_p1	R1	RE58	861.2938349633448	793.9048570231212	0.1175379602923985
Adnp_p1_3	Adnp_p1	R1	RE61	883.2166471175209	1052.2115763173515	-0.25258293438340135
Adnp_p1_3	Adnp_p1	R1	RE85	1769.9273059016791	1256.21788196828	0.494600063164211
Adnp_p1_3	Adnp_p1	R1	RE127	871.8684005350946	894.7741627001424	-0.03741278283598541
Adnp_p1_3	Adnp_p1	R1	RE57L	903.3365595121846	966.2198952022036	-0.09708692167038598
Adnp_p1_3	Adnp_p1	R1	RE57R	586.3135168106481	606.3561229141438	-0.04849223093737277
Adnp_p1_3	Adnp_p1	R2	noRE	843.1521511059499	931.1398688056076	-0.1432032816334643
Adnp_p1_3	Adnp_p1	R2	RE57M	617.3912948625557	600.2208562308714	0.0406910228308071
Adnp_p1_3	Adnp_p1	R2	RE97	598.5956053329726	1421.3110587414926	-1.247554784866863
Adnp_p1_3	Adnp_p1	R2	RE93	1014.6645556060643	1083.8879669130781	-0.09521187962055906
Adnp_p1_3	Adnp_p1	R2	RE95	729.6248456696227	814.2514640888096	-0.15831749572746304
Adnp_p1_3	Adnp_p1	R2	RE96	556.7882343458746	868.2469957632547	-0.6409674935217731
Adnp_p1_3	Adnp_p1	R2	RE58	645.3568594135727	1164.5324327556577	-0.8515718081680907
Adnp_p1_3	Adnp_p1	R2	RE61	967.71393420508	1108.8364006419094	-0.1963920857416317
Adnp_p1_3	Adnp_p1	R2	RE85	571.0119135837557	949.2596733285136	-0.7332718819414485
Adnp_p1_3	Adnp_p1	R2	RE127	1035.0089433431033	1032.4828197530078	0.003525423994843171
Adnp_p1_3	Adnp_p1	R2	RE57L	1001.4184250259809	630.542354955837	0.6673712432132227
Adnp_p1_3	Adnp_p1	R2	RE57R	753.6906703178757	888.2060042693328	-0.23691889089400728
Adnp_p1_3	Adnp_p1	R3	noRE	663.8274641821431	848.1251156037039	-0.353464066153926
Adnp_p1_3	Adnp_p1	R3	RE57M	984.2645933369175	843.7512407417343	0.2222260383558885
Adnp_p1_3	Adnp_p1	R3	RE97	887.6880940573312	1173.9885395845665	-0.4032896089705287
Adnp_p1_3	Adnp_p1	R3	RE93	800.741903659904	1058.0124801466777	-0.4019430532929182
Adnp_p1_3	Adnp_p1	R3	RE95	758.8711968114966	893.1424794913119	-0.23503244530985112
Adnp_p1_3	Adnp_p1	R3	RE96	743.1529462968382	869.7817253321994	-0.2269914124287276
Adnp_p1_3	Adnp_p1	R3	RE58	429.7709949507447	516.8828604639373	-0.2662635875735437
Adnp_p1_3	Adnp_p1	R3	RE61	804.6305392133602	936.8273352564397	-0.21945414658443846
Adnp_p1_3	Adnp_p1	R3	RE85	687.3823988798642	978.2267288059866	-0.5090497344039386
Adnp_p1_3	Adnp_p1	R3	RE127	1192.719148642655	993.7622748984445	0.2632792672351125
Adnp_p1_3	Adnp_p1	R3	RE57L	757.9700622654291	1319.124857348651	-0.7993602555535654
Adnp_p1_3	Adnp_p1	R3	RE57R	928.2431894253829	866.0464101428169	0.10005736988842848
Yy1_p1_7	Yy1_p1	R1	noRE	356.01318174756716	538.478602022472	-0.5969446256378869
Yy1_p1_7	Yy1_p1	R1	RE57M	381.00793280161867	542.4163793224654	-0.5095684409514271
Yy1_p1_7	Yy1_p1	R1	RE97	208.40899961830968	579.4269553449095	-1.475164899107367
Yy1_p1_7	Yy1_p1	R1	RE93	292.703888629547	712.6253946923724	-1.2836729399774087
Yy1_p1_7	Yy1_p1	R1	RE95	493.4558442598735	658.6328481762565	-0.41654613934193885
Yy1_p1_7	Yy1_p1	R1	RE96	390.56566922282536	920.0447296939791	-1.236117602978767
Yy1_p1_7	Yy1_p1	R1	RE58	344.6860846379726	549.3998361217517	-0.6725578279166099
Yy1_p1_7	Yy1_p1	R1	RE61	188.80684748247106	742.0769655637151	-1.9746007697533654
Yy1_p1_7	Yy1_p1	R1	RE85	374.49470119192017	464.26906189507935	-0.3100083904811001
Yy1_p1_7	Yy1_p1	R1	RE127	327.33304862194774	537.1069838430394	-0.714432998252169
Yy1_p1_7	Yy1_p1	R1	RE57L	241.15045239502763	666.8866423657861	-1.467469844691407
Yy1_p1_7	Yy1_p1	R1	RE57R	224.27752004074935	420.19415535278387	-0.9057410814989859
Yy1_p1_7	Yy1_p1	R2	noRE	462.5772400082518	498.32359812963426	-0.1073863739165982
Yy1_p1_7	Yy1_p1	R2	RE57M	347.16531777985654	554.8553263994684	-0.6764732677272605
Yy1_p1_7	Yy1_p1	R2	RE97	233.88241465854168	484.3796260371637	-1.0503228932374922
Yy1_p1_7	Yy1_p1	R2	RE93	334.57352064668373	605.4500002095339	-0.8556652616520589
Yy1_p1_7	Yy1_p1	R2	RE95	574.9719402915915	535.6799857102658	0.10211831661140532
Yy1_p1_7	Yy1_p1	R2	RE96	406.7859246362554	624.8132586333703	-0.6191429317925883
Yy1_p1_7	Yy1_p1	R2	RE58	542.807002301279	733.2439181921809	-0.43384696508597836
Yy1_p1_7	Yy1_p1	R2	RE61	437.35642740697125	643.9583842884128	-0.5581473785545672
Yy1_p1_7	Yy1_p1	R2	RE85	345.24385539912504	553.7348094416329	-0.6815637456102402
Yy1_p1_7	Yy1_p1	R2	RE127	399.5644868468264	366.23138095447376	0.12566966096842086
Yy1_p1_7	Yy1_p1	R2	RE57L	308.658848133687	526.3701469885502	-0.7700451884410067
Yy1_p1_7	Yy1_p1	R2	RE57R	250.29454290506737	559.3160095456027	-1.1600049440150437
Yy1_p1_7	Yy1_p1	R3	noRE	291.9508747155579	930.2593373253258	-1.6718734262453545
Yy1_p1_7	Yy1_p1	R3	RE57M	545.80291682269	454.9848462733909	0.2625563328199375
Yy1_p1_7	Yy1_p1	R3	RE97	243.18044474623397	603.2829083168378	-1.3107720790234656
Yy1_p1_7	Yy1_p1	R3	RE93	301.67485672768476	572.4201260368044	-0.9240573194176676
Yy1_p1_7	Yy1_p1	R3	RE95	218.30541278138944	567.2447125302598	-1.3775827029943304
Yy1_p1_7	Yy1_p1	R3	RE96	558.2494156110772	1184.476620929779	-1.0852543191915627
Yy1_p1_7	Yy1_p1	R3	RE58	165.99620439896486	536.1605429054828	-1.6914547975555496
Yy1_p1_7	Yy1_p1	R3	RE61	313.0949728360939	955.7100708825448	-1.6099416946344833
Yy1_p1_7	Yy1_p1	R3	RE85	487.8197669470004	754.7704109811395	-0.6296791879586806
Yy1_p1_7	Yy1_p1	R3	RE127	449.7796116093514	411.01551910214124	0.13002237240132225
Yy1_p1_7	Yy1_p1	R3	RE57L	358.4259659842663	509.0068022312321	-0.5059978725085996
Yy1_p1_7	Yy1_p1	R3	RE57R	437.3778996125436	476.06308727244544	-0.12226976608047013
gRNA_2565	RE58	R1	noRE	520.326957938752	348.041047648671	0.5801472636237988
gRNA_2565	RE58	R1	RE57M	366.35378154001796	316.653886307169	0.2103245410048098
gRNA_2565	RE58	R1	RE97	534.7252314365804	640.2737000589334	-0.25988655027911173
gRNA_2565	RE58	R1	RE93	702.7085865600735	515.5162429689503	0.4469011874896297
